,pair,count,sample
151,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36,2632,08
152,Random_control;;;205; --- Silencer_tiles;ENSG00000111642;38,6760,08
153,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000170604;0,39201,08
154,Silencer_tiles;ENSG00000163602;11 --- Silencer_tiles;ENSG00000084093;101,662,08
155,Silencer_tiles;ENSG00000102974;12 --- Silencer_tiles;ENSG00000111642;38,3484,08
156,Random_control;;;411; --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,3307,08
157,Random_control;;;411; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,1758,08
158,Random_control;;;411; --- NIZP1_KRAB,1735,08
159,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Silencer_tiles;ENSG00000069812;10,11824,08
160,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000069812;10,22420,08
161,Silencer_tiles;ENSG00000141644;47 --- Human_KRAB_variant;Q3KP31;676,4430,08
162,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000061273;33,14092,08
163,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,2786,08
164,Random_control;;;257; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,385,08
165,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- NIZP1_KRAB,1401,08
166,Silencer_tiles;ENSG00000061273;33 --- Silencer_tiles;ENSG00000069812;10,15349,08
167,Silencer_tiles;ENSG00000085224;242 --- Silencer_tiles;ENSG00000188779;4,70,08
168,Human_KRAB_variant;M0QYP0;367 --- DMD_control_tiles;ENSG00000198947;;259;,3928,08
169,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;89;,2561,08
170,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,1971,08
171,Random_control;;;257; --- Random_control;;;257;,64770,08
172,Silencer_tiles;ENSG00000100307;18 --- DMD_control_tiles;ENSG00000198947;;31;,3172,08
173,Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67 --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,784,08
174,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Random_control;;;124;,4597,08
175,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Silencer_tiles;ENSG00000170604;0,2364,08
176,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Random_control;;;297;,2230,08
177,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Random_control;;;205;,1439,08
178,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;411;,14074,08
179,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,800,08
180,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;ATF1_HUMAN;bZIP_1;191;59,188,08
181,Silencer_tiles;ENSG00000100307;18 --- Random_control;;;21;,9533,08
182,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;257;,3055,08
183,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,7370,08
184,NIZP1_KRAB --- NIZP1_KRAB,32148,08
185,Silencer_tiles;ENSG00000168769;132 --- DMD_control_tiles;ENSG00000198947;;31;,757,08
186,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,6707,08
187,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Silencer_tiles;ENSG00000085224;242,3298,08
188,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Silencer_tiles;ENSG00000069812;10,32303,08
189,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,1549,08
190,Random_control;;;257; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,8635,08
191,DMD_control_tiles;ENSG00000198947;;357; --- NIZP1_C2HR,1548,08
192,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,970,08
193,Random_control;;;257; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,3797,08
194,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000076108;118,9828,08
195,Silencer_tiles;ENSG00000127124;78 --- Random_control;;;124;,2756,08
196,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- DMD_control_tiles;ENSG00000198947;;255;,479,08
197,Silencer_tiles;ENSG00000174197;238 --- Silencer_tiles;ENSG00000100307;18,1401,08
198,Silencer_tiles;ENSG00000061273;33 --- Silencer_tiles;ENSG00000168769;132,785,08
199,Random_control;;;89; --- Random_control;;;297;,1970,08
200,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,14971,08
201,DMD_control_tiles;ENSG00000198947;;131; --- Silencer_tiles;ENSG00000069812;10,4498,08
202,Human_KRAB_variant;Q3KP31;676 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,1101,08
203,Human_KRAB_variant;M0QYP0;367 --- Silencer_tiles;ENSG00000061273;33,9236,08
204,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,4662,08
205,Silencer_tiles;ENSG00000163602;11 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,955,08
206,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;205;,15053,08
207,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,3084,08
208,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000168769;132,3296,08
209,Silencer_tiles;ENSG00000168769;132 --- Silencer_tiles;ENSG00000061273;33,496,08
210,Random_control;;;89; --- Random_control;;;89;,21620,08
211,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- NIZP1_KRAB,2393,08
212,Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,140,08
213,DMD_control_tiles;ENSG00000198947;;357; --- Random_control;;;205;,2675,08
214,Random_control;;;411; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,3619,08
215,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,522,08
216,DMD_control_tiles;ENSG00000198947;;131; --- Random_control;;;89;,573,08
217,DMD_control_tiles;ENSG00000198947;;297; --- Silencer_tiles;ENSG00000088305;10,2204,08
218,Silencer_tiles;ENSG00000188779;4 --- DMD_control_tiles;ENSG00000198947;;171;,356,08
219,Silencer_tiles;ENSG00000141644;47 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,8256,08
220,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- NIZP1_C2HR,251,08
221,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000168769;132,5319,08
222,Random_control;;;124; --- Silencer_tiles;ENSG00000111642;38,4060,08
223,Random_control;;;124; --- Silencer_tiles;ENSG00000069812;10,19170,08
224,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,1925,08
225,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,246,08
226,Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,181,08
227,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,73394,08
228,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,494,08
229,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,45572,08
230,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,1179,08
231,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;ITCH_HUMAN;WW;302;29,1792,08
232,DMD_control_tiles;ENSG00000198947;;251; --- Random_control;;;205;,306,08
233,NIZP1_KRAB --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,1200,08
234,Silencer_tiles;ENSG00000155090;12 --- Silencer_tiles;ENSG00000069812;10,6012,08
235,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Short_nuclear_domain;TOX_HUMAN;HMG_box;255;68,1499,08
236,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,2668,08
237,Silencer_tiles;ENSG00000168769;132 --- Silencer_tiles;ENSG00000168769;132,18534,08
238,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000130706;26,4865,08
239,NIZP1_KRAB --- Silencer_tiles;ENSG00000069812;10,16503,08
240,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;MPP8_HUMAN;Chromo;44;50,2901,08
241,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,22730,08
242,Silencer_tiles;ENSG00000127124;78 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,1069,08
243,Silencer_tiles;ENSG00000084093;101 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,1733,08
244,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,2537,08
245,Silencer_tiles;ENSG00000111642;38 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,1349,08
